City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Country
366,mount gambier,-37.8333,140.7667,50.0,93,90,4.61,1619128731,AU
367,te anau,-45.4167,167.7167,51.28,82,91,5.5,1619128732,NZ
368,buin,-33.7333,-70.75,68.0,49,40,5.75,1619128732,CL
369,mulege,26.8833,-111.9833,81.19,26,94,6.69,1619128732,MX
370,mafeteng,-29.823,27.2374,51.73,63,71,2.06,1619128733,LS
371,san lorenzo de el escorial,40.5914,-4.1474,55.0,81,80,3.0,1619128733,ES
372,rassvet,46.8333,40.75,48.79,90,94,5.12,1619128733,RU
373,carazinho,-28.2839,-52.7864,68.56,49,68,8.95,1619128733,BR
374,umea,63.8284,20.2597,37.4,56,100,9.22,1619128734,SE
375,punta,8.9897,125.34,75.83,89,52,4.32,1619128734,PH
376,mandan,46.8267,-100.8896,62.6,33,75,16.11,1619128734,US
377,nelson bay,-32.7167,152.15,53.01,58,0,14.97,1619128735,AU
378,troitskoye,52.9821,84.6757,26.67,86,12,9.84,1619128735,RU
379,jashpurnagar,22.9,84.15,70.11,37,22,5.79,1619128735,IN
380,sinnamary,5.3833,-52.95,77.74,88,100,13.2,1619128736,GF
381,kysyl-syr,63.8986,122.7617,26.83,94,100,10.04,1619128675,RU
382,kattivakkam,13.2167,80.3167,82.4,83,40,4.61,1619128736,IN
383,caravelas,-17.7125,-39.2481,74.88,82,93,6.15,1619128736,BR
384,olinda,-8.0089,-34.8553,80.6,69,20,5.75,1619128725,BR
385,auray,47.6703,-2.9918,60.01,71,0,10.36,1619128737,FR
386,san mateo del mar,16.2,-95.0,91.78,52,56,4.12,1619128737,MX
387,alliston,44.1501,-79.8663,39.0,48,100,12.66,1619128490,CA
388,methven,-43.6333,171.65,64.99,61,100,10.02,1619128737,NZ
389,sistranda,63.7256,8.834,37.4,87,75,17.27,1619128738,NO
390,qiryat shemona,33.2073,35.5721,64.4,77,0,5.75,1619128738,IL
391,benguela,-12.5763,13.4055,80.15,86,100,3.09,1619128738,AO
392,along,28.1667,94.7667,64.69,96,62,1.34,1619128640,IN
393,avigliana,45.0771,7.3986,54.0,68,3,1.99,1619128739,IT
394,bathsheba,13.2167,-59.5167,82.4,57,20,20.71,1619128645,BB
395,muros,42.7762,-9.0603,55.0,86,82,6.4,1619128578,ES
396,takehara,34.3383,132.9167,57.2,38,75,8.05,1619128739,JP
397,natal,-5.795,-35.2094,80.6,78,40,6.91,1619128721,BR
398,san cristobal,7.7669,-72.225,89.6,51,20,10.36,1619128740,VE
399,opuwo,-18.0607,13.84,74.26,31,99,2.77,1619128677,NA
400,baikunthpur,23.25,82.55,73.15,24,81,5.77,1619128740,IN
401,diego de almagro,-26.3667,-70.05,66.13,42,0,8.3,1619128740,CL
402,bardiyah,31.7561,25.0865,61.16,75,67,9.4,1619128741,LY
403,byron bay,-28.65,153.6167,55.4,62,0,6.91,1619128741,AU
404,fort nelson,58.8053,-122.7002,39.2,28,75,9.22,1619128741,CA
405,diebougou,10.9667,-3.25,88.18,42,96,3.69,1619128742,BF
406,luancheng,37.8792,114.6517,50.0,93,75,4.47,1619128580,CN
407,matagami,49.7502,-77.6328,35.6,48,40,12.66,1619128742,CA
408,quang ngai,15.1167,108.8,74.25,94,100,3.67,1619128742,VN
409,passo de camaragibe,-9.2368,-35.4901,77.0,94,0,5.75,1619128743,BR
410,puerto madryn,-42.7692,-65.0385,60.57,49,45,4.88,1619128743,AR
411,gao,16.6362,1.637,89.98,10,91,9.69,1619128743,ML
412,hosangadi,13.7,74.95,76.12,94,100,1.41,1619128744,IN
413,bereda,43.2686,-7.5406,53.01,100,100,1.01,1619128744,ES
414,dongsheng,39.8161,109.9776,50.13,73,97,13.62,1619128744,CN
415,morant bay,17.8815,-76.4093,84.2,70,20,9.22,1619128745,JM
416,tuatapere,-46.1333,167.6833,48.99,98,99,7.0,1619128745,NZ
417,goderich,43.7501,-81.7165,37.4,56,58,9.22,1619128743,CA
418,kedrovoye,57.1576,60.5698,48.2,49,0,11.18,1619128745,RU
419,mendi,-6.1761,143.6513,59.49,92,100,0.96,1619128746,PG
420,arucas,28.1198,-15.5233,68.0,73,20,10.36,1619128746,ES
421,cosala,24.4125,-106.6908,84.99,46,100,7.0,1619128746,MX
422,westport,41.1415,-73.3579,46.0,41,97,1.01,1619128576,US
423,karratha,-20.7377,116.8463,74.41,28,0,12.59,1619128747,AU
424,parainen,60.3067,22.301,37.0,100,90,4.61,1619128747,FI
425,tabasco,18.0,-92.6667,91.4,55,40,6.91,1619128739,MX
426,mildura,-34.2,142.15,55.4,71,90,9.69,1619128748,AU
427,lypova dolyna,50.5643,33.7979,46.94,78,47,10.4,1619128748,UA
428,jalu,29.0331,21.5482,75.43,18,100,14.58,1619128748,LY
429,kyra,49.5776,111.9753,35.37,29,100,8.1,1619128748,RU
430,esik,43.3552,77.4525,30.2,93,40,2.24,1619128749,KZ
431,sembakung,3.8167,117.25,78.8,94,75,3.44,1619128749,ID
432,salta,-24.7859,-65.4117,69.8,68,40,5.75,1619128652,AR
433,alexandria,31.2156,29.9553,62.6,72,0,9.22,1619128749,EG
434,mao,39.8885,4.2658,51.8,87,20,6.91,1619128750,ES
435,camapua,-19.5314,-54.0439,76.57,31,0,2.17,1619128577,BR
436,kralendijk,12.15,-68.2667,84.2,70,40,19.57,1619128750,BQ
437,sainte-suzanne,-20.9061,55.6089,75.2,78,90,13.8,1619128750,RE
438,sabha,27.0377,14.4283,81.99,17,100,16.31,1619128751,LY
439,bengkulu,-3.8004,102.2655,73.54,88,82,4.27,1619128576,ID
440,birnin kebbi,12.4539,4.1975,92.48,29,76,9.17,1619128751,NG
441,sabang,5.8933,95.3214,82.9,73,94,15.19,1619128751,ID
442,deer lake,49.1667,-57.4316,50.0,87,90,10.36,1619128752,CA
443,jamame,0.0722,42.7506,78.94,85,100,7.16,1619128752,SO
444,podgornoye,51.735,39.1496,41.0,87,0,4.47,1619128752,RU
445,beringovskiy,63.05,179.3167,23.85,76,48,8.12,1619128747,RU
446,puerto escondido,15.85,-97.0667,87.62,51,80,7.16,1619128753,MX
447,moose factory,51.2585,-80.6094,37.4,60,90,9.22,1619128684,CA
448,shetpe,44.1667,52.1167,64.81,19,100,18.95,1619128753,KZ
449,kidal,18.4411,1.4078,88.59,8,71,10.89,1619128754,ML
450,chara,56.9064,118.2631,9.37,74,0,2.15,1619128754,RU
451,sapa,5.1544,120.3241,78.64,82,23,0.07,1619128754,PH
452,macia,-25.0269,33.0989,66.52,83,100,5.5,1619128755,MZ
453,riberalta,-10.9833,-66.1,84.2,79,75,2.86,1619128755,BO
454,boissevain,49.2306,-100.0559,64.0,14,1,21.85,1619128755,CA
455,harrisonburg,38.4496,-78.8689,48.0,46,75,12.66,1619128756,US
456,lata,40.1629,-8.3327,59.0,88,0,2.3,1619128756,PT
457,samarai,-10.6167,150.6667,82.11,78,82,3.27,1619128756,PG
458,solnechnyy,50.7214,136.6319,55.04,51,100,5.03,1619128756,RU
459,zwedru,6.0667,-8.1281,74.14,97,84,2.44,1619128757,LR
460,inta,66.0317,60.1659,38.64,93,100,17.9,1619128757,RU
461,maceio,-9.6658,-35.7353,77.0,94,0,5.75,1619128757,BR
462,pinawa,50.1489,-95.8811,61.59,30,17,11.12,1619128758,CA
463,nanakuli,21.3906,-158.1547,82.4,57,75,13.8,1619128758,US
464,ada,43.4166,-116.1262,68.0,22,1,9.22,1619128758,US
465,raahe,64.6833,24.4833,34.0,93,90,5.75,1619128759,FI
466,dabat,12.9842,37.765,62.56,43,97,4.56,1619128759,ET
467,tabou,4.423,-7.3528,80.35,85,79,6.82,1619128759,CI
468,leesburg,39.1157,-77.5636,51.01,37,75,20.71,1619128760,US
469,iwanai,42.9744,140.5089,46.04,59,0,1.72,1619128760,JP
470,zyryanka,65.75,150.85,15.87,87,100,10.13,1619128760,RU
471,masunga,-20.6246,27.4488,57.67,61,3,8.28,1619128761,BW
472,havoysund,70.9963,24.6622,32.0,74,20,10.36,1619128761,NO
473,olafsvik,64.8945,-23.7142,42.15,90,100,20.94,1619128601,IS
474,daultala,33.1925,73.1413,60.01,68,73,9.17,1619128761,PK
475,xichang,27.8964,102.2634,60.3,51,18,1.05,1619128762,CN
476,victor harbor,-35.5667,138.6167,55.0,90,85,8.72,1619128762,AU
477,balikpapan,-1.2675,116.8289,74.8,88,99,5.7,1619128762,ID
478,suntar,62.1444,117.6319,27.81,93,100,12.71,1619128763,RU
479,palora,-1.7,-77.9333,75.2,78,40,2.3,1619128763,EC
480,sovetskiy,61.3614,63.5842,41.7,76,100,5.3,1619128763,RU
481,portland,45.5234,-122.6762,64.99,51,40,6.91,1619128422,US
482,vung tau,10.346,107.0843,82.0,78,100,9.57,1619128764,VN
483,beloha,-25.1667,45.05,70.56,80,46,16.44,1619128764,MG
484,codrington,-38.2667,141.9667,55.0,75,100,10.49,1619128764,AU
485,kargasok,59.0556,80.8572,20.39,91,19,4.54,1619128765,RU
486,beyneu,45.3167,55.2,58.77,29,99,19.26,1619128765,KZ
487,tazovskiy,67.4667,78.7,30.99,90,98,16.91,1619128765,RU
488,christchurch,-43.5333,172.6333,64.99,67,88,3.44,1619128766,NZ
489,hue,16.4667,107.6,78.8,94,40,4.61,1619128766,VN
490,tak,16.5833,98.8333,68.94,96,50,2.37,1619128766,TH
491,havre,49.5833,0.3333,45.0,87,0,8.05,1619128767,FR
492,owando,-0.4819,15.8999,74.35,87,75,1.79,1619128767,CG
493,falmouth,50.1544,-5.0711,48.2,66,0,21.39,1619128767,GB
494,coihaique,-45.5752,-72.0662,50.0,71,75,3.91,1619128688,CL
495,toora-khem,52.4675,96.11,26.06,59,100,2.15,1619128768,RU
496,vaitape,-16.5167,-151.75,81.03,74,12,15.35,1619128768,PF
497,ponta delgada,37.7333,-25.6667,59.0,77,40,32.21,1619128768,PT
498,waverly,42.7392,-84.6208,48.2,29,1,16.11,1619128769,US
499,holme,56.1138,10.1725,42.8,75,22,9.22,1619128769,DK
500,glendive,47.1053,-104.7125,63.0,17,1,3.44,1619128769,US
501,bandipur,27.9333,84.4167,57.92,35,0,3.62,1619128770,NP
502,ayagoz,47.9714,80.4392,24.19,69,11,10.71,1619128770,KZ
503,stromness,58.965,-3.296,41.0,81,20,3.91,1619128770,GB
504,desbiens,48.4178,-71.9495,33.8,44,90,24.16,1619128771,CA
505,saint-joseph,-21.3667,55.6167,77.0,78,90,18.41,1619128725,RE
506,vila franca do campo,37.7167,-25.4333,59.0,77,40,32.21,1619128771,PT
507,kambove,-10.8764,26.5969,64.45,84,100,3.98,1619128771,CD
508,north bend,43.4065,-124.2243,64.99,67,1,11.5,1619128772,US
509,evensk,61.95,159.2333,26.62,91,94,3.76,1619128772,RU
510,rio grande,-32.035,-52.0986,71.6,73,0,23.02,1619128772,BR
511,eenhana,-17.4667,16.3333,71.6,49,39,4.61,1619128773,NA
512,richards bay,-28.783,32.0377,67.68,89,88,3.67,1619128773,ZA
513,lingao,19.9103,109.6859,75.56,88,6,4.56,1619128773,CN
514,giaveno,45.047,7.3492,54.0,68,2,1.99,1619128774,IT
515,broome,42.2506,-75.833,39.0,55,90,17.27,1619128774,US
516,villa union,23.2,-106.2333,84.2,48,40,10.36,1619128774,MX
517,irati,-25.4672,-50.6511,60.22,76,98,3.4,1619128775,BR
518,dinguiraye,11.3,-10.7167,78.33,60,89,6.44,1619128775,GN
519,trelew,-43.249,-65.3051,59.05,46,26,0.81,1619128543,AR
520,winnemucca,40.973,-117.7357,66.2,11,1,13.8,1619128683,US
521,pandrup,57.2215,9.6757,42.8,70,9,5.75,1619128775,DK
522,innisfail,-17.5333,146.0333,72.23,96,100,6.33,1619128768,AU
523,yining,29.0361,114.5636,63.57,94,87,1.9,1619128776,CN
524,osoyoos,49.0331,-119.4524,64.4,19,5,12.66,1619128776,CA
525,varhaug,58.6147,5.6457,37.99,82,7,18.77,1619128776,NO
526,mecca,21.4267,39.8261,85.01,36,91,3.0,1619128677,SA
527,mangrol,21.1167,70.1167,79.05,81,99,9.98,1619128777,IN
528,tilichiki,60.4667,166.1,24.76,81,66,3.78,1619128777,RU
529,ixtapa,20.7,-105.2,80.6,74,75,11.5,1619128777,MX
530,bajil,15.0584,43.2851,87.85,39,4,2.1,1619128778,YE
531,balad,34.0164,44.1453,83.17,11,99,16.82,1619128778,IQ
532,tucuman,-26.8241,-65.2226,68.0,83,90,5.75,1619128778,AR
533,alofi,-19.0595,-169.9187,84.2,74,75,12.66,1619128779,NU
534,challapata,-18.9,-66.7667,54.37,21,4,5.95,1619128779,BO
535,cabra,37.4725,-4.4421,60.01,67,68,2.57,1619128779,ES
536,buchanan,5.8808,-10.0467,77.0,94,75,18.41,1619128780,LR
537,ushtobe,45.2514,77.9838,32.38,42,4,11.72,1619128780,KZ
538,lunino,53.5918,45.2271,45.0,49,5,3.56,1619128780,RU
539,dukat,62.55,155.55,18.23,97,100,5.17,1619128780,RU
540,port-gentil,-0.7193,8.7815,77.97,84,100,12.21,1619128602,GA
541,zhigansk,66.7697,123.3711,21.27,95,100,10.87,1619128781,RU
542,middleton,53.55,-2.2,48.99,40,18,2.39,1619128781,GB
543,nyimba,-14.5566,30.8149,63.45,85,27,4.27,1619128782,ZM
544,chokwe,-24.5333,32.9833,67.87,78,100,5.79,1619128782,MZ
545,saint-louis,16.3333,-15.0,93.2,27,0,4.61,1619128782,SN
546,amazar,53.858,120.875,25.86,48,99,3.27,1619128783,RU
547,chiang rai,19.9167,99.9167,73.4,83,0,3.44,1619128783,TH
548,plettenberg bay,-34.0527,23.3716,65.55,81,1,7.4,1619128783,ZA
549,frederick,39.4668,-77.3997,50.0,34,75,13.8,1619128784,US
550,levokumskoye,44.8219,44.6606,51.48,92,100,6.49,1619128784,RU
551,makakilo city,21.3469,-158.0858,84.2,57,75,13.8,1619128784,US
552,saint anthony,45.0205,-93.218,64.99,20,1,16.11,1619128785,US
553,aksarayskiy,46.7924,48.0119,53.6,58,75,6.71,1619128785,RU
554,black river,18.0264,-77.8487,84.99,74,40,14.97,1619128785,JM
555,turayf,31.6725,38.6637,71.6,21,0,13.8,1619128693,SA
556,gladstone,-23.85,151.25,66.2,63,100,5.75,1619128786,AU
557,terrace,54.5163,-128.6035,57.2,26,20,5.75,1619128786,CA
558,sulangan,11.1373,123.7228,81.68,77,98,10.4,1619128786,PH
559,kisanga,-7.4362,37.7034,71.55,95,35,3.24,1619128787,TZ
560,sangar,63.9242,127.4739,9.34,93,85,5.55,1619128787,RU
561,ust-nera,64.5667,143.2,10.74,91,66,2.98,1619128787,RU
562,champerico,14.3,-91.9167,91.4,70,75,11.5,1619128787,GT
563,sorong,-0.8833,131.25,78.39,87,82,4.36,1619128788,ID
564,hazorasp,41.3194,61.0742,53.6,24,0,9.22,1619128788,UZ
565,okhotsk,59.3833,143.3,29.52,96,100,7.36,1619128788,RU
566,sola,-13.8833,167.55,80.6,94,90,3.44,1619128649,VU
567,baijiantan,45.6333,85.1833,41.09,31,100,19.39,1619128789,CN
